GLOBAL ID,REPORTING YEAR,REPORTING MONTH,NON OPERATIONAL,INFLUENT VOLUME,INFLUENT TYPE,INFLUENT TYPE EST EXPLANATION,EFF NOT WITHIN 20 EXPLANATION,INFLUENT 0 EXPLANATION,WWTP 1,WWTP VOL 1,WWTP 2,WWTP VOL 2,WWTP 3,WWTP VOL 3,WWTP 4,WWTP VOL 4,WWTP 5,WWTP VOL 5
WDR100031912,2022,3,NA,233.85,metered,NA,Water stored in reservoir pond and internal recycle water use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051556,2022,8,NA,92.8,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035911,2022,6,NA,20,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035911,2022,7,NA,20,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035911,2022,8,NA,21,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035911,2022,11,NA,19,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035911,2022,12,NA,18,metered,NA,Divert to unlined storage pond.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036791,2022,1,NA,0.025,metered,NA,No water to discharge,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051502,2022,10,NA,122.05,metered,NA,"Excess influent flow during large storm events in September 2022 was diverted to a holding pond prior to treatment. This excess flow was not metered by the influent flow meter, only by the effluent flow meter during discharge.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051502,2022,12,NA,106.52,metered,NA,"Excess influent flow during large storm events in November and December 2022 was diverted to a holding pond prior to treatment. This excess flow was not metered by the influent flow meter, only by the effluent flow meter during discharge.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051565,2022,1,NA,600.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031640,2021,2,NA,7.56,metered,NA,Recycled water is stored in storage ponds during the wet months.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031640,2021,3,NA,8.72,metered,NA,Recycled water is stored in storage ponds during the wet months.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100052058,2021,6,NA,2004.56,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026749,2021,5,NA,120.94,metered,NA,Golf course irrigation well operational.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051952,2021,4,NA,1093.66,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051952,2021,12,NA,1346.2,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100001164,2021,9,NA,1562.69,metered,NA,Inland plant bypasses solids and backwash via sidestream.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100001164,2021,12,NA,1605,metered,NA,Inland plant bypasses solids and backwash via sidestream.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037589,2021,7,NA,1.02,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051529,2021,8,NA,819,metered,NA,"We suspect influent flow metering is not accurate due to the parshall flume not being installed at the designed elevation, causing turbulence under the sensing head.  We are currently contracting with an outside engineer to do a flow study to confirm and correct the problem.  We currently use a calculation for the effluent flow totals and assume those flow totals are more accurate through the effluent mag meters.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037596,2021,2,NA,0.77,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037596,2021,3,NA,0.53,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037596,2021,6,NA,0.98,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037596,2021,9,NA,0.59,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037596,2021,12,NA,0.12,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037593,2021,7,NA,1.45,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000849,2021,8,NA,344,metered,NA,Calculated Value from Membrane,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032748,2021,9,NA,43.33,metered,NA,discharged to storage pond,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051508,2021,1,NA,138.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027897,2021,3,NA,194.41,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027897,2021,5,NA,156.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051522,2021,2,NA,522.7,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051522,2021,3,NA,541.4,metered,NA,"Stored water in pond system is being discharged. The ponds receive a portion of primary effluent, filtrate and wash water from the biosolids dewatering facility, scum collected from the primary and secondary clarifiers, as well as other drainage from wash water used around the treatment plant.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051522,2021,4,NA,541.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051522,2021,6,NA,541.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033151,2021,2,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033151,2021,3,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033151,2021,4,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033151,2021,10,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033151,2021,12,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032579,2021,5,NA,0.87,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035911,2021,8,NA,21,metered,NA,Divert to storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2021,6,NA,0.07,estimated,Pump Hour Meter Used for Volume Estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033902,2021,1,NA,0.03,estimated,Estimated with effluent magmeter.,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030310,2021,6,NA,6.51,estimated,gpm times pump run time,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030310,2021,7,NA,5,estimated,gpm times pump run time,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030604,2021,2,NA,226.4,metered,NA,Lagoon systems by design lose water via evaporation and percolation.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035823,2021,10,NA,55.6,metered,NA,Tertiary filter backwashes decreases effluent flow.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030311,2021,12,NA,11.67,metered,NA,Discharge Requirements/ Storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030496,2021,3,NA,21.62,metered,NA,Discharge Requirements/storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030496,2021,5,NA,22.03,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030496,2021,6,NA,21.32,metered,NA,Discharge Requirements/storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030496,2021,8,NA,22.77,metered,NA,Discharge Requirements/storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030496,2021,9,NA,21.15,metered,NA,Discharge Requirements/storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028129,2021,10,NA,1.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051610,2021,1,NA,255.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000656,2021,2,NA,618.52,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029790,2021,8,NA,273.37,metered,NA,The difference is due to plant water and backwash water being sent into holding ponds where they are susceptible to evaporation. The volume of plant water and backwash water varies from month to month as it depends on the needs of the plant.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029790,2021,9,NA,265.65,metered,NA,The difference is due to plant water and backwash water being sent into holding ponds where they are susceptible to evaporation. The volume of plant water and backwash water varies from month to month as it depends on the needs of the plant.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051948,2021,6,NA,2302.06,metered,NA,"Recycled water reuse augmented by groundwater wells, Irvine Lake water, and storage reservoirs.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051948,2021,10,NA,2435.25,metered,NA,"Recycled water reuse augmented by groundwater wells, Irvine Lake water, and storage reservoirs.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051933,2021,11,NA,991.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051936,2021,5,NA,2108,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027484,2021,8,NA,48.3,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026779,2021,10,NA,1.23,estimated,"Equal to Effluent Volume, Influent meter affected by personal wipes",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034847,2021,9,NA,29.88,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034847,2021,11,NA,35.9,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051632,2021,1,NA,23.1,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051632,2021,7,NA,24.1,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051632,2021,8,NA,25.3,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051632,2021,9,NA,25,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028828,2021,1,NA,34.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036177,2021,3,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036177,2021,9,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036177,2021,10,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036177,2021,11,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100001039,2021,11,NA,646,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100001039,2021,12,NA,839,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051536,2021,11,NA,24.45,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051536,2021,12,NA,27.76,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037620,2021,1,NA,59.46,metered,NA,Wet weather storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037620,2021,2,NA,53.9,metered,NA,Wet weather storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051612,2021,12,NA,640.04,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031645,2021,9,NA,5.34,metered,NA,Differences between influent and effluent flow totals can be attributed to the amount of material wasted to the sludge storage tank.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031645,2021,11,NA,5.27,metered,NA,Differences between influent and effluent flow totals can be attributed to the amount of material wasted to the sludge storage tank.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030085,2021,1,NA,65.02,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036794,2021,7,NA,13,metered,NA,"Discharge from percolation and evaporation. Seasonal fluctuations, more evaporation in spring/summer.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036794,2021,10,NA,11.02,estimated,Flow meter o/s estimate based on average flow,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035458,2021,12,NA,2.07,estimated,MASS BALANCE,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030715,2021,2,NA,88.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030715,2021,3,NA,88.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100039456,2021,6,NA,706.4,estimated,This is a meter read minus an estimated influent flow to a refinery treatment process,"Process losses for all of the treatment stages that ensure the production of high-quality water for the Barrier. This includes straining, microfiltration, reverse osmosis, and backwashing for all of these processes.",NA,Hyperion WWTP (Place ID 232063),706.4,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028526,2021,4,NA,1.38,estimated,Based on pump run times,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028526,2021,7,NA,1.49,estimated,Based on pump run times,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029383,2021,3,NA,1.76,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035556,2021,8,NA,17.79,metered,NA,Didnt discharge as much.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035556,2021,10,NA,17.49,metered,NA,Didnt discharge as much.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035556,2021,11,NA,16.57,metered,NA,Didnt discharge as much.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035556,2021,12,NA,16.57,metered,NA,Didnt discharge as much.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028745,2021,5,NA,37.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051861,2021,1,NA,503.57,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051861,2021,2,NA,489.95,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036546,2021,5,NA,22.52,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036546,2021,6,NA,21.92,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036546,2021,7,NA,21.9,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036546,2021,8,NA,21.89,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028627,2021,3,NA,12.88,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028275,2021,11,NA,51.29,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029315,2021,8,NA,5.51,metered,NA,Storage onsite.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029315,2021,10,NA,5.95,metered,NA,Storage onsite.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030481,2021,4,NA,7.52,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035427,2021,12,NA,101.11,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027968,2021,5,NA,2.71,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028414,2021,7,NA,15.17,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028414,2021,10,NA,15.03,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030689,2021,6,NA,5.61,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100001834,2021,12,NA,1.31,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037401,2021,8,NA,11.4,metered,NA,Water is held in holding pond.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037401,2021,10,NA,11.6,metered,NA,Water stored in holding pond.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031716,2021,4,NA,35.23,metered,NA,20% was recommended by Dr. Bailey Green who is very familiar with our style of facility. We utilize completely open treatment components and ponds which maximizes the potential for evaporation. We are working to install metering for our effluent discharge to provide more accurate numbers in the future.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031716,2021,6,NA,32.92,metered,NA,20% was recommended by Dr. Bailey Green who is very familiar with our style of facility. We utilize completely open treatment components and ponds which maximizes the potential for evaporation. We are working to install metering for our effluent discharge to provide more accurate numbers in the future.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031716,2021,7,NA,32.86,metered,NA,20% was recommended by Dr. Bailey Green who is very familiar with our style of facility. We utilize completely open treatment components and ponds which maximizes the potential for evaporation. We are working to install metering for our effluent discharge to provide more accurate numbers in the future.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031716,2021,8,NA,28.09,metered,NA,20% was recommended by Dr. Bailey Green who is very familiar with our style of facility. We utilize completely open treatment components and ponds which maximizes the potential for evaporation. We are working to install metering for our effluent discharge to provide more accurate numbers in the future.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051599,2021,5,NA,3.39,estimated,No Influent Meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100039801,2021,11,NA,4.64,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051599,2021,9,NA,3.3,estimated,No Influent Meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028710,2021,7,NA,0.27,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028710,2021,9,NA,0.25,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030715,2021,7,NA,85.9,metered,NA,Effluent was stored in our ponds for future use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030715,2021,10,NA,86.1,estimated,Meter broken. Average of two months readings,Effluent was stored in our ponds for future use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030715,2021,12,NA,88.7,metered,NA,Effluent stored in our ponds was pumped to the Geysers.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051599,2021,10,NA,5.05,estimated,No Influent Meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000047,2021,1,NA,2297,estimated,This is a meter read plus an estimated influent flow to a refinery treatment process,"In-Plant use including irrigation, washdown of roads, sidewalks, and outdoor work areas, and flushing of sewer lines as needed.",NA,Hyperion WWTP (Place ID 232063),2297,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000047,2021,7,NA,2190.3,estimated,This is a meter read plus an estimated influent flow to a refinery treatment process,NA,NA,Hyperion WWTP (Place ID 232063),2190.3,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000047,2021,8,NA,1831.9,estimated,This is a meter read plus an estimated influent flow to a refinery treatment process,NA,NA,Hyperion WWTP (Place ID 232063),1831.9,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000047,2021,9,NA,1639.9,estimated,This is a meter read plus an estimated influent flow to a refinery treatment process,NA,NA,Hyperion WWTP (Place ID 232063),1639.9,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036960,2021,1,NA,2.07,estimated,Number of decants times volume per decant,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027397,2021,11,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030795,2021,2,NA,450.43,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051549,2021,7,NA,34.39,metered,NA,Additional recycled water originated from on-site storage ponds.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051549,2021,8,NA,34.44,metered,NA,Additional recycled water originated from on-site storage ponds.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028745,2021,1,NA,39.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051532,2021,1,NA,61.56,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051532,2021,3,NA,54.34,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051551,2021,2,NA,6.42,metered,NA,Recycled water is stored in our ponds.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051551,2021,6,NA,5.24,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035569,2021,3,NA,16,metered,NA,no discharge,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100046021,2021,1,NA,0.23,metered,NA,Compliance testing of the new facility did not start until 02/10/2021 so all Title 22 produced was hauled off-site to a POTW owned and operated by either City of Los Angeles or County of Los Angeles Sanitation District,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032499,2021,1,NA,21.51,metered,NA,Not within 10% due to On-site irrigation.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035071,2021,9,NA,4.2,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035071,2021,10,NA,4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100014231,2021,7,NA,0.43,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,1,NA,30.21,metered,NA,We believe that the excess influent recorded was due to the malfunction of equipment. Freeboard remained normal within treatment and disposal ponds. January 2022 reading back to normal.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,2,NA,27.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,3,NA,19.8,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,4,NA,11.72,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,5,NA,11.35,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,6,NA,10.84,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,7,NA,10.62,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,8,NA,10.99,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,9,NA,11.32,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,10,NA,12.15,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034345,2021,11,NA,11.86,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028108,2021,4,NA,6.34,estimated,Based off runtime of pumps delivering 18 gpm to ponds,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051617,2022,11,NA,263.11,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037216,2022,2,NA,4.57,metered,NA,Disinfected Secondary Effluent is stored in ponds until Irrigation Season.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037216,2022,4,NA,5.79,metered,NA,Disinfected Secondary Effluent is stored in ponds until Irrigation Season.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032584,2022,11,NA,11758.48,metered,NA,"Treatment process has ~75% recovery, with the residuals/waste streams returned to OCSD for either treatment or disposal",NA,OCSD Plant 1 (Place ID 758392),11758.48,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034963,2022,3,NA,0.37,estimated,no meter estimated off of pump hours run,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051645,2022,7,NA,5.9,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051576,2022,11,NA,195,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034356,2022,6,NA,9.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034356,2022,8,NA,8.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031640,2022,4,NA,5.15,metered,NA,Tertiary Water is stored in the winter months.,NA,Gualala,2.29,Sea Ranch,2.86,NA,NaN,NA,NaN,NA,NaN
WDR100031640,2022,5,NA,5.01,metered,NA,Tertiary Water is stored in winter and used on the Sea ranch Golf Link in the summer and fall.,NA,Gua,2.16,Sea ranch,2.85,NA,NaN,NA,NaN,NA,NaN
